영문항공사명,korAirline,carrierCode,항공사코드2(ICAO),항공사상태,사업모델,국가,지역
Eastern Australia Airlines,이스턴 호주 항공,QF,SSQ,Active,Regional/Commuter,Australia,아시아태평양
Eastern SkyJets,이스턴 스카이제트,n/a,n/a,Active,Charter,United Arab Emirates,중동아프리카
Eastindo Air Taxi & Charter,이스트인도 에어 택시 및 전세,n/a,ESD,Active,Charter,Indonesia,아시아태평양
EastWest Airlines,이스트웨스트 항공,n/a,n/a,Active,Regional/Commuter,Australia,아시아태평양
Easy Charter,이지 차터,RD,LOL,Active,Cargo,Georgia,유럽
Easy Link Aviation Services,이지 링크 항공서비스,n/a,FYE,Ceased Operations,Charter,Nigeria,중동아프리카
easyJet,이지젯,U2,EZY,Active,Low Cost Carrier,United Kingdom,유럽
easyJet Europe,이지젯 유럽,EC,EJU,Active,Low Cost Carrier,Austria,유럽
easyJet Switzerland,이지젯 스위스,DS,EZS,Active,Low Cost Carrier,Switzerland,유럽
EasySky,이지스카이,n/a,EKY,Active,Low Cost Carrier,Honduras,중남미
EBLA Airlines,에블라 항공,n/a,n/a,Failed startup,Low Cost Carrier,Syria,중동아프리카
EC Plus Airline,EC 플러스 항공,n/a,n/a,Startup,Regional/Commuter,Ecuador,중남미
E-Cargo,이-카고,RF,ERF,Active,Cargo,Russian Federation,유럽
EcoJet,에코젯,8J,ECO,Active,Regional/Commuter,Bolivia,중남미
Ecuacondor,에콰콘도르 항공,n/a,n/a,Startup,Full Service Carrier,Ecuador,중남미
Ecuatoriana Airlines,에콰도르 항공,n/a,n/a,Startup,Low Cost Carrier,Ecuador,중남미
Edelweiss Air,에델바이스 에어,WK,EDW,Active,Full Service Carrier,Switzerland,유럽
EGO Airways,EGO 항공,E3,EGW,Ceased Operations,Regional/Commuter,Italy,유럽
EgyptAir,이집트항공,MS,MSR,Active,Full Service Carrier,Egypt,중동아프리카
EgyptAir Cargo,이집트 에어카고,n/a,MSX,Active,Cargo,Egypt,중동아프리카
EgyptAir Express,이집트 에어 익스프레스,n/a,MSE,Ceased Operations,Regional/Commuter,Egypt,중동아프리카
El Al,엘알 항공,LY,ELY,Active,Full Service Carrier,Israel,중동아프리카
El Magal Aviation,엘마갈 항공,n/a,MGG,Active,Charter,Sudan,중동아프리카
Elcovka,엘코브카,n/a,n/a,Active,Charter,Russian Federation,유럽
Electra Airways,엘렉트라 항공,n/a,EAF,Active,Charter,Bulgaria,유럽
Eleron Aviation,엘레론 항공,n/a,n/a,Active,Cargo,Ukraine,유럽
Elite Airways,엘리트항공,7Q,MNU,Active,Charter,United States of America,북미캐나다
Ellinair,엘리항공,EL,ELB,Active,Full Service Carrier,Greece,유럽
Elysian Airlines,엘리시안 항공,n/a,n/a,Active,Charter,Guinea,중동아프리카
Emerald Airlines Ireland,에메랄드항공 아일랜드,EA,EAI,Active,Regional/Commuter,Ireland,유럽
Emerald Airlines Zimbabwe,에메랄드항공 짐바브웨,n/a,n/a,Failed startup,Full Service Carrier,Zimbabwe,중동아프리카
Emetebe,에메테베,ET,EMT,Active,Charter,Ecuador,중남미
Emirates Airline,에미레이트 항공,EK,UAE,Active,Full Service Carrier,United Arab Emirates,중동아프리카
Empire Airways,엠파이어 항공,n/a,JKR,Ceased Operations,Charter,United States of America,북미캐나다
Empire Aviation Group,엠파이어 항공 그룹,n/a,MJE,Active,Charter,United Arab Emirates,중동아프리카
Encore Air Cargo,앙코르 에어 카고,n/a,n/a,Active,Cargo,United States of America,북미캐나다
Endeavor Air,엔더버 항공,9E,EDV,Active,Regional/Commuter,United States of America,북미캐나다
Enggang Air Service,엔강 항공 서비스,n/a,n/a,Active,Charter,Indonesia,아시아태평양
Enhance Aero Group,에어로 항공 그룹,n/a,n/a,Active,Charter,France,유럽
Enter Air,엔터 에어,E4,ENT,Active,Charter,Poland,유럽
Enterprise World Airways,엔터프라이즈 월드 항공,n/a,n/a,Ceased Operations,Charter,Republic of the Congo,중동아프리카
Envoy,엔보이,MQ,ENY,Active,Regional/Commuter,United States of America,북미캐나다
Epic Air,에픽에어,n/a,n/a,Failed startup,Low Cost Carrier,Bangladesh,아시아태평양
Epsilon Aviation SA,엡실론 항공 SA,n/a,GRV,Active,Charter,Greece,유럽
Equaflight,이쿼플라이트,E7,EKA,Active,Regional/Commuter,Republic of the Congo,중동아프리카
equair,에콰이어,HN,EQX,Grounded,Regional/Commuter,Ecuador,중남미
Equatorial Congo Airlines,적도콩고항공,LC,EQR,Ceased Operations,Full Service Carrier,Republic of the Congo,중동아프리카
Equus Air,에쿠스 항공,n/a,n/a,Startup,Charter,Malaysia,아시아태평양
Eram Air,에람 에어,n/a,IRY,Active,Charter,Iran,중동아프리카
Eritrean Airlines,에리트레아 항공,B8,ERT,Active,Charter,Eritrea,중동아프리카
Ernest Airlines,어네스트 항공,EG,ERN,Ceased Operations,Low Cost Carrier,Italy,유럽
ES-Air,에스 에어,n/a,n/a,Active,Virtual Carrier,Denmark,유럽
Esen Air,에센 에어,n/a,n/a,Ceased Operations,Charter,Kyrgyzstan,아시아태평양
Estafeta,이스타페타 항공,E7,ESF,Active,Cargo,Mexico,중남미
Estelar,에스텔라 항공,ES,ETR,Active,Full Service Carrier,Venezuela,중남미
Estonian Air,에스토니아 항공,OV,ELL,Ceased Operations,Full Service Carrier,Estonia,유럽
Eswatini Airlink,에스와티니 에어링크,n/a,n/a,Ceased Operations,Regional/Commuter,Eswatini,중동아프리카
ETF Airways,ETF 항공,LI,EZZ,Active,Charter,Croatia,유럽
Ethiopian Airlines,에티오피아 항공,ET,ETH,Active,Full Service Carrier,Ethiopia,중동아프리카
Ethiopian Mozambique Airlines,에티오피아 모잠비크 항공,ZU,EMZ,Active,Full Service Carrier,Mozambique,중동아프리카
Etihad Airways,에티하드 항공,EY,ETD,Active,Full Service Carrier,United Arab Emirates,중동아프리카
Etihad Regional,에티하드 지역 항공,n/a,n/a,Ceased Operations,Regional/Commuter,Switzerland,유럽
Eurasian Airways,유라시아 항공,n/a,n/a,Startup,Charter,Georgia,유럽
Euroairlines,유로 항공,Q4,ELE,Active,Charter,Spain,유럽
Euro-Asia Air,유로-아시아 항공,n/a,EAK,Active,Regional/Commuter,Kazakhstan,아시아태평양
euroAtlantic airways,유로 애틀랜틱 항공,YU,MMZ,Active,Full Service Carrier,Portugal,유럽
Eurolot,유로로트,K2,ELO,Ceased Operations,Regional/Commuter,Poland,유럽
European Air Charter,유럽 항공 차터,H6,BUC,Active,Charter,Bulgaria,유럽
European Air Transport Leipzig,유럽 항공 운송 라이프찌히,QY,BCS,Active,Cargo,Germany,유럽
European Cargo,유럽 화물항공,PS,URO,Active,Cargo,United Kingdom,유럽
Eurowings,유로윙즈,EW,EWG,Active,Low Cost Carrier,Germany,유럽
Eurowings Europe,유로윙즈 유럽,E2,EWE,Ceased Operations,Low Cost Carrier,Austria,유럽
Eurowings Europe Limited,유로윙스 유럽 리미티드,E6,EWL,Active,Low Cost Carrier,Malta,유럽
EVA Air,에바 항공,BR,EVA,Active,Full Service Carrier,Taiwan,아시아태평양
EVAS Air,에바스 항공,8K,n/a,Active,Regional/Commuter,Canada,북미캐나다
Evergreen International Airlines,에버그린 국제항공,n/a,EIA,Ceased Operations,Charter,United States of America,북미캐나다
Everjets,에버제트,n/a,EVJ,Active,Charter,Portugal,유럽
Everts Air Cargo,에버츠 항공 화물,5V,VTS,Active,Cargo,United States of America,북미캐나다
Ewa Air,에와 항공,ZD,EWR,Active,Regional/Commuter,Mayotte,중동아프리카
ExcelAire,엑셀에어,n/a,XLS,Active,Charter,United States of America,북미캐나다
Excellent Air,엑셀렌트 에어,n/a,n/a,Active,Charter,Germany,유럽
Exec Air,이그젝 에어,X7,n/a,Active,Charter,United Kingdom,유럽
ExecuJet,이그젝큐젯 항공,n/a,n/a,Active,Charter,Switzerland,유럽
Executive Aerospace,이그제큐티브 에어로스페이스,n/a,EAS,Ceased Operations,Charter,South Africa,중동아프리카
Executive Airlines,이그제큐티브 항공,OW,EXK,Ceased Operations,Regional/Commuter,Puerto Rico,북미캐나다
EXIN,엑신,n/a,EXN,Active,Cargo,Poland,유럽
Express Air Cargo,익스프레스 에어 카고,7A,XRC,Active,Cargo,Tunisia,중동아프리카
Express Airline,익스프레스 항공,n/a,n/a,Active,Regional/Commuter,China,아시아태평양
Express Airways,익스프레스 항공,n/a,EPR,Active,Charter,Slovenia,유럽
Express Freighters Australia,익스프레스 프레이터스 오스트랄리아,QE,EFA,Active,Cargo,Australia,아시아태평양
ExpressJet Airlines,익스프레스제트 항공,EV,ASQ,Ceased Operations,Regional/Commuter,United States of America,북미캐나다
ExtraJet,엑스트라 제트,n/a,n/a,Startup,Charter,Belgium,유럽
EZ Air,이지 에어,7Z,EZR,Active,Regional/Commuter,Curacao,중남미
Eznis Airways,이즈니스 항공,MG,EZA,Active,Regional/Commuter,Mongolia,아시아태평양
FAI Rent-A-Jet,FAI 렌트어젯,n/a,IFA,Active,Charter,Germany,유럽
Fair Aviation,페어 에비에이션,n/a,FAV,Active,Charter,South Africa,중동아프리카
Falcon Air,팔콘 에어,n/a,FAO,Ceased Operations,Charter,United States of America,북미캐나다
Falcon Aviation Services,팔콘 항공 서비스,n/a,FVS,Active,Charter,United Arab Emirates,중동아프리카
Family Airlines,패밀리 항공,n/a,n/a,Failed startup,Low Cost Carrier,United States of America,북미캐나다
Far Eastern Air Transport,극동 항공운송,FE,FEA,Ceased Operations,Full Service Carrier,Taiwan,아시아태평양
FarCargo,파카고,n/a,n/a,Startup,Cargo,Faroe Islands,유럽
Fars Qeshm Air Lines,파르스케셤 항공,n/a,QFZ,Active,Charter,Iran,중동아프리카
fastjet Kenya,페스트젯 케냐,n/a,n/a,Failed startup,Low Cost Carrier,Kenya,중동아프리카
fastjet Mozambique,페스트젯 모잠비크,n/a,n/a,Ceased Operations,Virtual Carrier,Mozambique,중동아프리카
fastjet South Africa,패스트젯 남아프리카 공화국,n/a,n/a,Failed startup,Low Cost Carrier,South Africa,중동아프리카
fastjet Tanzania,페스트젯 탄자니아,n/a,FTZ,Ceased Operations,Low Cost Carrier,Tanzania,중동아프리카
fastjet Zambia,페스트젯 잠비아,n/a,FJB,Failed startup,Low Cost Carrier,Zambia,중동아프리카
fastjet Zimbabwe,페스트젯 짐바브웨,FN,FJW,Active,Low Cost Carrier,Zimbabwe,중동아프리카
Federal Airlines,페데랄 항공,7V,FDR,Active,Charter,South Africa,중동아프리카
FedEx,페덱스,FX,FDX,Active,Cargo,United States of America,북미캐나다
Feeder Airlines,피더 항공,n/a,FDD,Ceased Operations,Charter,Sudan,중동아프리카
Felix Airways,펠릭스 항공,n/a,FXX,Active,Regional/Commuter,Yemen,중동아프리카
Fiji Airways,피지 항공,FJ,FJI,Active,Full Service Carrier,Fiji,아시아태평양
Fiji Link,피지 링크,n/a,FJA,Active,Regional/Commuter,Fiji,아시아태평양
Filair,필레어항공,n/a,n/a,Active,Charter,Democratic Republic of the Congo,중동아프리카
Finnair,핀 에어,AY,FIN,Active,Full Service Carrier,Finland,유럽
Firefly,파이어플라이,FY,FFM,Active,Regional/Commuter,Malaysia,아시아태평양
Firnas Airways,피르나스 항공,n/a,n/a,Active,Charter,United Kingdom,유럽
First Air,퍼스트 에어,7F,AKT,Ceased Operations,Regional/Commuter,Canada,북미캐나다
First Flying,퍼스트 플라잉 ,n/a,n/a,Active,Regional/Commuter,Japan,아시아태평양
First Nation Airways,퍼스트네이션항공,n/a,FRN,Ceased Operations,Full Service Carrier,Nigeria,중동아프리카
FITS Aviation,FITS 항공,8D,EXV,Active,Low Cost Carrier,Sri Lanka,아시아태평양
Flair Airlines,플레어항공,F8,FLE,Active,Low Cost Carrier,Canada,북미캐나다
Fleet Air International,플리트 에어 인터내셔널,n/a,FRF,Active,Cargo,Hungary,유럽
Flex Air Charters,플렉스 에어 차터스,n/a,n/a,Active,Charter,Kenya,중동아프리카
FlexFlight,플렉스플라이트,W2,FXT,Active,Charter,Denmark,유럽
Flight Alaska,플라이트 알래스카,4Y,TUD,Ceased Operations,Charter,United States of America,북미캐나다
Flightlink,플라이트 링크,YS,FLZ,Active,Charter,Tanzania,중동아프리카
Florida Coastal Airlines,플로리다 코스트 항공,PA,FCL,Ceased Operations,Regional/Commuter,United States of America,북미캐나다
Florida Express Jet,플로리다 익스프레스 제트,ZO,FLX,Failed startup,Regional/Commuter,United States of America,북미캐나다
Florida West International Airways,플로리다 웨스트 국제항공,RF,FWL,Ceased Operations,Cargo,United States of America,북미캐나다
Fly 6ix,플라이 식스,n/a,n/a,Ceased Operations,Charter,Sierra Leone,중동아프리카
Fly Air41 Airways,플라이 에어41 항공,n/a,BER,Active,Charter,Croatia,유럽
Fly AllWays,플라이 올웨이즈,8W,EDR,Active,Regional/Commuter,Suriname,중남미
Fly Angola,플라이 앙골라,EQ,n/a,Active,Full Service Carrier,Angola,중동아프리카
Fly Arna,플라이 아르나,G6,ACY,Active,Low Cost Carrier,Armenia,유럽
Fly Art,플라이 아트,n/a,FLB,Active,Charter,Chad,중동아프리카
Fly Atlantic,플라이 애틀랜틱,n/a,n/a,Startup,Low Cost Carrier,United Kingdom,유럽
Fly Baghdad,플라이 바그다드,IF,FBA,Active,Full Service Carrier,Iraq,중동아프리카
Fly Blue Crane,플라이 블루크레인,7B,FBC,Ceased Operations,Regional/Commuter,South Africa,중동아프리카
Fly CamInter,플라이 캠인터,n/a,n/a,Startup,Charter,Cameroon,중동아프리카
Fly Dhaka,플라이 다카,n/a,n/a,Startup,Low Cost Carrier,Bangladesh,아시아태평양
Fly Erbil,플라이 아르빌,n/a,n/a,Active,Low Cost Carrier,Iraq,중동아프리카
Fly Eth Handels,플라이 에드 헨델,n/a,n/a,Failed startup,Charter,Austria,유럽
Fly Gangwon,플라이 강원,4V,FGW,Grounded,Low Cost Carrier,South Korea,아시아태평양
Fly Go Air,플라이 고에어,n/a,n/a,Ceased Operations,Virtual Carrier,South Africa,중동아프리카
Fly Hellas,플라이 헬라스,VQ,VKH,Ceased Operations,Charter,Greece,유럽
Fly Hermes,플라이 헤르메스,n/a,n/a,Ceased Operations,Full Service Carrier,Malta,유럽
Fly International Airways,플라이 인터내셔널 항공,n/a,n/a,Ceased Operations,Charter,Tunisia,중동아프리카
Fly Jamaica Airways,플라이 자메이카,OJ,FJM,Ceased Operations,Full Service Carrier,Jamaica,중남미
Fly Jinnah,플라이 진나,9P,FJL,Active,Low Cost Carrier,Pakistan,아시아태평양
Fly Jordan,플라이 요르단,F0,FJR,Active,Charter,Jordan,중동아프리카
Fly Kiss,플라이 키스,KT,n/a,Ceased Operations,Virtual Carrier,France,유럽
Fly Lankan,플라이 란칸,n/a,n/a,Failed startup,Full Service Carrier,Sri Lanka,아시아태평양
Fly Lapland,플라이 라플란드,n/a,n/a,Ceased Operations,Virtual Carrier,Finland,유럽
Fly Lili,플라이 릴리,FL,LIL,Active,Charter,Romania,유럽
Fly Marche,플라이 마르쉐,n/a,n/a,Ceased Operations,Virtual Carrier,Italy,유럽
Fly Modern Ark,플라이 모던아크,n/a,n/a,Failed startup,Charter,South Africa,중동아프리카
Fly My Sky,플라이 마이스카이,n/a,n/a,Ceased Operations,Full Service Carrier,New Zealand,아시아태평양
Fly Nawras Air,플라이 나우라스 항공,n/a,n/a,Failed startup,Low Cost Carrier,Libya,중동아프리카
Fly Okavango,플라잉 오카방고,n/a,n/a,Startup,Full Service Carrier,Botswana,중동아프리카
Fly Qeshm,플라이 케심,n/a,n/a,Failed startup,Full Service Carrier,Iran,중동아프리카
Fly Romania,플라이 루마니아,n/a,n/a,Ceased Operations,Virtual Carrier,Romania,유럽
Fly Salone,플라이 살롱,5L,n/a,Ceased Operations,Full Service Carrier,Sierra Leone,중동아프리카
Fly2Sky,플라이투스카이,F6,VAW,Active,Charter,Bulgaria,유럽
Fly540,플라이 540,5H,FFV,Grounded,Low Cost Carrier,Kenya,중동아프리카
Fly540 Angola,플라이 540 앙골라,F5,n/a,Ceased Operations,Regional/Commuter,Angola,중동아프리카
Fly540 Tanzania,플라이 540 탄자니아,FN,FTZ,Ceased Operations,Regional/Commuter,Tanzania,중동아프리카
Fly91,플라이 91,n/a,n/a,Active,Regional/Commuter,India,아시아태평양
flyadeal,플라이어딜,F3,FAD,Active,Low Cost Carrier,Saudi Arabia,중동아프리카
FlyArystan,플라이 아리스탄,n/a,n/a,Active,Low Cost Carrier,Kazakhstan,아시아태평양
flyBAIR,플라이 베어,n/a,n/a,Active,Virtual Carrier,Switzerland,유럽
Flybe,플라이비,BE,BEE,Ceased Operations,Low Cost Carrier,United Kingdom,유럽
flybig,플라이 빅,S9,FLG,Active,Regional/Commuter,India,아시아태평양
Flybondi,플라이본디,FO,FBZ,Active,Low Cost Carrier,Argentina,중남미
FlyBosnia,플라이보스니아,6W,FBS,Grounded,Full Service Carrier,Bosnia and Herzegovina,유럽
FLY-CD,플라이-CD,n/a,n/a,Failed startup,Full Service Carrier,Bonaire,중남미
flyComoros,플라이 코모로스,n/a,n/a,Failed startup,Regional/Commuter,Comoros,중동아프리카
FlyCongo,플라이 콩고,EO,ALX,Ceased Operations,Full Service Carrier,Democratic Republic of the Congo,중동아프리카
FlyDamas,플라이 다마스,4J,FDK,Ceased Operations,Full Service Carrier,Syria,중동아프리카
flydubai,플라이두바이,FZ,FDB,Active,Low Cost Carrier,United Arab Emirates,중동아프리카
FLYeasy,플라이 이지,n/a,n/a,Failed startup,Regional/Commuter,India,아시아태평양
FlyEgypt,플라이 이집트,FT,FEG,Active,Low Cost Carrier,Egypt,중동아프리카
Flyest,플라이스트,FQ,AEG,Ceased Operations,Full Service Carrier,Argentina,중남미
FlyGeorgia,플라이 조지아,9Y,PGE,Ceased Operations,Full Service Carrier,Georgia,유럽
flyGlobal,플라이 글로벌,n/a,FGG,Ceased Operations,Charter,Malaysia,아시아태평양
flyGTA Airlines,플라이 GTA 항공,SX,TOR,Active,Charter,Canada,북미캐나다
Flying Green,플라잉 그린,n/a,n/a,Startup,Full Service Carrier,France,유럽
Flyington Freighters,플라잉턴 프레이터스,n/a,FON,Failed startup,Cargo,India,아시아태평양
FlyLux Airlines,플라이럭스 항공,n/a,n/a,Failed startup,Low Cost Carrier,Luxembourg,유럽
FlyMe,플라이 미,VP,VQI,Active,Regional/Commuter,Maldives,아시아태평양
flymojo,플라이 모조,n/a,n/a,Failed startup,Full Service Carrier,Malaysia,아시아태평양
FlyMontserrat,플라이 몬세라트,5M,MNT,Active,Regional/Commuter,Montserrat,중남미
FlyNamibia,플라이 나미비아,WV,FLN,Active,Charter,Namibia,중동아프리카
